Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part
6460.0,Um grupo de bailarinos está parado aguardando o início do espetáculo,Existem pessoas esperando para dançar.,1,Entailment,OK,N,,,
6461.0,Duas gatas cinzentas estão disputando uma bola de lã azul e estão se divertindo no tapete,Duas gatas cinzentas estão dormindo tranquilamente no sofá.,0,Contradiction,OK,N,,,
6462.0,"Duas mulheres estão na varanda, uma delas segurando um telescópio",Nenhuma mulher está na varanda,0,Contradiction,OK,N,,,
6463.0,"O site contém informações sobre o evento, incluindo seu local e horário",O site não tem detalhes sobre o evento.,0,Contradiction,OK,N,,,
6464.0,A pessoa tirou uma rara selfie de si mesma com maquiagem e cabelo arrumado,A pessoa está usando um batom vermelho.,2,Neutral,OK,N,,,
6465.0,Uma mulher está tendo seu olho esquerdo examinado por uma oftalmologista,A mulher não está tendo seu olho examinado,0,Contradiction,OK,N,,,
6466.0,A crina de um cavalo está sendo escovada por um fazendeiro,A crina do cavalo está suja,0,Contradiction,OK,N,,,
6467.0,O professor trouxe o livro mencionado no texto,O professor está usando um terno azul,2,Neutral,OK,N,,,
6468.0,Um olho verde está levemente irritado,O olho verde pertence a um gato.,2,Neutral,OK,N,,,
6469.0,Um paciente está sendo liberado do hospital,Um paciente permanecerá no hospital,0,Contradiction,OK,N,,,
6470.0,"Um garoto está sendo orientado por sua mãe em um skate, enquanto outro menino está observando",O garoto tem um skate azul.,2,Neutral,OK,N,,,
6471.0,Um gatinho listrado de preto e cinza está enrolado em um cobertor velho na calçada,O gatinho listrado de preto e cinza está ronronando,2,Neutral,OK,N,,,
6472.0,Uma pesquisa indica que dormir menos pode tornar as pessoas menos atraentes,"Dormir menos torna as pessoas mais atraentes, de acordo com a pesquisa.",0,Contradiction,OK,N,,,
6473.0,Uma pessoa está retirando o milho de uma espiga,Alguém está desprendendo o milho do caule,1,Entailment,OK,N,,,
6474.0,"A refeição consiste em carne, batata frita, farofa e arroz, acompanhada de um copo de chopp e talheres",A refeição não inclui batata frita.,0,Contradiction,OK,N,,,
6475.0,A fachada do posto de saúde está deteriorada,A fachada do posto de saúde está em perfeito estado.,0,Contradiction,OK,N,,,
6476.0,"Entre árvores e telhados, um prédio se destaca sob um céu limpo e azul, sem nuvens ou poluição",Há uma grande quantidade de pássaros voando próximo ao prédio.,2,Neutral,OK,N,,,
6477.0,Uma mulher está desfrutando de um pastel,Uma mulher está apreciando um pastel,1,Entailment,OK,N,,,
6478.0,O homem está observando uma escultura.,O homem está olhando para uma pintura.,0,Disagreement,OK,S,,,
6479.0,"Uma afegã de 33 anos , vestida de preto e com os olhos fechados, está de frente para a câmera",Uma mulher afegã está vestindo roupas pretas.,1,Entailment,OK,N,,,
6480.0,O gato malhado está dormindo em um jardim sem flores,O gato malhado está ronronando enquanto dorme em um jardim,2,Neutral,OK,N,,,
6481.0,A mulher é uma atleta profissional de tiro com arco.,A mulher é uma jogadora profissional de vôlei.,0,Contradiction,OK,N,,,
6482.0,Uma modelo está ao ar livre vestindo um short jeans de lavagem clara e uma blusa preta,Uma modelo está usando jeans longos e um casaco de inverno.,0,Disagreement,OK,S,,,
6483.0,Uma criança alegre está depositando moedas em seu cofrinho rosa,Uma criança alegre está gastando moedas do seu cofrinho rosa,0,Contradiction,OK,N,,,
6484.0,Uma pessoa está andando pelo parque,Alguém está se movimentando ao ar livre em um parque.,1,Entailment,OK,N,,,
6485.0,Várias pessoas estão presentes enquanto um homem e uma mulher se cumprimentam com um aperto de mãos,As pessoas ao redor estão discutindo sobre política.,2,Neutral,OK,N,,,
6486.0,"O garoto está andando sozinho de skate, sem ninguém olhando.",O garoto estava usando um capacete enquanto andava de skate.,2,Neutral,OK,N,,,
6487.0,Pessoas estão celebrando o Carnaval nas ruas da cidade,As pessoas estão festejando o Carnaval ao ar livre,1,Entailment,OK,N,,,
6488.0,Meninos em calções azuis estão correndo na areia,Os meninos estão sorrindo enquanto brincam.,2,Neutral,OK,N,,,
6489.0,Há uma mulher cantando no palco.,Uma mulher está no palco.,1,Entailment,OK,N,,,
6490.0,O coala não está mastigando eucalipto,O coala está mastigando eucalipto,0,Contradiction,OK,N,,,
6491.0,Um gato preto e branco está enfiando sua pata na caixa de surpresas,O gato preto e branco está ignorando a caixa de surpresas,0,Contradiction,OK,N,,,
6492.0,Uma mulher está descascando uma laranja,A mulher não está manuseando nenhuma fruta,0,Contradiction,OK,N,,,
6493.0,Um cachorro está mastigando um pedaço de pão,O cachorro está comendo um pedaço de bife,0,Contradiction,OK,N,,,
6494.0,"Uma caixa contém nove vidrinhos de tratamento coloridos, com dois trevos posicionados à esquerda",A caixa é de madeira.,2,Neutral,OK,N,,,
6495.0,O homem está folheando um bloco de notas,O homem está manuseando um bloco de notas,1,Entailment,OK,N,,,
6496.0,Uma mão está segurando dinheiro,A mão está segurando uma nota de cinquenta reais,2,Neutral,OK,N,,,
6497.0,Existe um homem tocando flauta e recitando versos,O homem está em silêncio e sem nenhum instrumento musical,0,Contradiction,OK,N,,,
6498.0,Autoridades estão em uma reunião na mesa,As autoridades estão em um piquenique no parque,0,Contradiction,OK,N,,,
6499.0,"Quatro amigos estão nadando no mar, longe do penhasco","Quatro indivíduos estão se refrescando no oceano, distantes de uma formação rochosa íngreme.",1,Entailment,OK,N,,,
6500.0,A mãe recebeu um buquê de flores com tons delicados e leves de seus dois filho,Os dois filhos deram à mãe um buquê de flores de tons delicados e leves,1,Entailment,OK,N,,,
6501.0,A mostra apresenta um desenho de macacos e pássaros em uma árvore,O desenho da mostra não apresenta macacos nem pássaros,0,Contradiction,OK,N,,,
6502.0,"Um homem está sorrindo, revelando seus dentes perfeitamente alinhados",O homem está sério e não revela os dentes,0,Contradiction,OK,N,,,
6503.0,Não existe nenhum indivíduo com casaco vermelho passeando pela floresta densa,O passeio na floresta densa não está sendo feito por alguém com casaco vermelho,1,Entailment,OK,N,,,
6504.0,Um goleiro de handebol está falhando em defender um pênalti,O goleiro de handebol defendeu com sucesso o pênalti.,0,Contradiction,OK,N,,,
6505.0,"Um homem está digitando em seu laptop, guardando uma mochila e uma mala azul no banco ao lado",O homem está escrevendo um e-mail em seu laptop,2,Neutral,OK,N,,,
6506.0,"Uma mulher, um homem e outra mulher fazem apresentações separadas no palco",A mulher está usando um vestido vermelho durante sua apresentação no palco.,2,Confusing,P,S,,,
6507.0,Os gatos estão caçando o rato,Os gatos são de cor preta.,2,Neutral,OK,N,,,
6508.0,Um jovem está na varanda de um apartamento num centro europeu.,O jovem está em um apartamento na Europa.,1,Entailment,OK,N,,,
6509.0,Não tem nenhuma mulher cortando legumes para a salada,Ninguém está preparando legumes para a salada.,1,Entailment,OK,N,,,
6510.0,"Um decantador de vidro com vinho tinto, uma taça de cristal e pratos de jantar estão dispostos sobre uma mesa de madeira",A mesa de madeira está em uma sala de jantar elegante,2,Neutral,OK,N,,,
6511.0,Uma mulher está verificando suas mensagens,A mulher está ocupada com suas mensagens.,1,Entailment,OK,N,,,
6512.0,Uma caixa de mini coxinhas está posicionada ao lado de um molho,As mini coxinhas dentro da caixa são de frango,2,Neutral,OK,N,,,
6513.0,Um skatista está executando um giro com o seu skate,"O skatista está sentado, descansando.",0,Contradiction,OK,N,,,
6514.0,Uma mulher está imprudentemente cortando o pão com uma serra elétrica,Uma mulher está usando uma serra elétrica para cortar pão,1,Entailment,OK,N,,,
6515.0,Três latas de refrigerante estão alinhadas em fila,As latas de refrigerante são de cola.,2,Neutral,OK,N,,,
6516.0,O sujeito está a cantar com um casaco pesado,O sujeito está usando um casaco pesado,1,Entailment,OK,N,,,
6517.0,Um menino e uma menina vestindo uniformes novos estão sorrindo,O menino e a menina de uniforme estão chorando,0,Contradiction,OK,N,,,
6518.0,O goleiro está segurando a bola ao lado da baliza,O goleiro tem a bola nas mãos próximo ao gol,1,Entailment,OK,N,,,
6519.0,Um homem está usando máscara e terno,O indivíduo de terno está protegido com uma máscara,1,Entailment,OK,N,,,
6520.0,As mulheres estão conversando,Há uma conversa entre mulheres acontecendo,1,Entailment,OK,N,,,
6521.0,Um rosto de um rapaz é sobreposto por um rosto menor de uma moça à direita,O rosto do rapaz é sobreposto por uma foto de uma cachorro à direita,2,Neutral,OK,N,,,
6522.0,"A pessoa está sorrindo, usando óculos de grau e com o cabelo cacheado solto",A pessoa tem olhos azuis.,2,Neutral,OK,N,,,
6523.0,O homem está tocando violão em frente ao lago,Um indivíduo do sexo masculino está tocando um instrumento musical perto da água,1,Entailment,OK,N,,,
6524.0,"Duas pessoas estão se entreolhando, sorrindo uma para a outra",As pessoas estão usando roupas azuis,2,Neutral,OK,N,,,
6525.0,O garçom segura uma bandeja com vários drinks em copos de cristais,O garçom está carregando diversos drinks em uma bandeja.,1,Entailment,OK,N,,,
6526.0,Os gatos estão caçando o rato,O rato está sendo perseguido por gatos.,1,Entailment,OK,N,,,
6527.0,Uma peça em luto exibe os nomes de brasileiros que perderam a vida para o coronavírus,A peça não faz referência à mortes por coronavírus.,0,Contradiction,OK,N,,,
6528.0,Dois homens estão tocando violão e cantando em um palco lotado,Os homens estão tocando uma música popular,2,Neutral,OK,N,,,
6529.0,O homem está preparando um peixe.,Um homem está lidando com a preparação de um peixe.,1,Entailment,OK,N,,,
6530.0,Um estudo sugere que indivíduos de menor estatura tendem a ter uma maior longevidade,Pessoas mais baixas possuem uma tendência a viver mais tempo,1,Entailment,OK,N,,,
6531.0,"Uma mulher está navegando, parando e traçando o caminho",A mulher está realizando atividades relacionadas a uma viagem.,1,Entailment,OK,N,,,
6532.0,O resultado final do processo seletivo para a vaga de auxiliar administrativo foi anunciado,Alguém foi contratado para a vaga de auxiliar administrativo.,1,Entailment,OK,N,,,
6533.0,"Uma mulher está de costas, vestindo um vestido preto e um chapéu","Está uma pessoa vestida de preto e com um chapéu, vista de costas.",1,Entailment,OK,N,,,
6534.0,A comunidade está recebendo alimentos dos policiais,Os policiais não estão entregando alimentos para a comunidade,0,Contradiction,OK,N,,,
6535.0,O barco está navegando em alto mar.,O barco está ancorado no porto.,0,Contradiction,OK,N,,,
6536.0,A garota pequena de vestido vermelho está correndo em direção ao mar,A garota pequena está correndo.,1,Entailment,OK,N,,,
6537.0,Um gato preto está no jardim com um brinquedo de peixe de pelúcia na pata.,O gato preto tem olhos verdes.,2,Neutral,OK,N,,,
6538.0,"Quatro niguiris de pimentão estão enfileirados, cobertos com molho pesto e erva comestível",Os niguiris de pimentão foram preparados com molho pesto e erva comestível.,1,Entailment,OK,N,,,
6539.0,Participantes estão presentes na sala de reunião virtual,A sala de reunião virtual está vazia,0,Contradiction,OK,N,,,
6540.0,A atividade bilíngue é um dos fortes deste colégio,O colégio tem um forte foco em atividades bilíngues.,1,Entailment,OK,N,,,
6541.0,"Atletas, comissão técnica e profissionais se reuniram para uma foto",Pessoas envolvidas em um evento esportivo se reuniram para uma foto,1,Entailment,OK,N,,,
6542.0,O religioso aconselha a não ignorar ou ser indiferente ao sofrimento alheio,O religioso recomenda a empatia para com a dor dos outros.,1,Entailment,OK,N,,,
6543.0,Uma pessoa está lavando o carro,Ninguém está limpando o carro,0,Contradiction,OK,N,,,
6544.0,Não tem ninguém olhando o mural,Existem pessoas observando o mural,0,Contradiction,OK,N,,,
6545.0,A polícia chegou na faculdade,A polícia está numa delegacia,2,Neutral,OK,N,,,
6546.0,Uma mulher está sorrindo com uma mensagem que sugere que seu sorriso pode ser benéfico para ela,A mulher se beneficia de seu próprio sorriso.,1,Confusing,P,S,,,
6547.0,Um homem e uma mulher estão vestindo casacos azul marinho em um escritório cinza onde há um computador desktop,O homem e a mulher estão em um escritório,1,Entailment,OK,N,,,
6548.0,Uma mulher está fervorosamente pintando uma tela,A mulher está usando tinta azul.,2,Neutral,OK,N,,,
6549.0,Um homem jovem com cabelo castanho e sem relógio está chorando.,O homem jovem recebeu uma notícia ruim.,2,Neutral,OK,N,,,
6550.0,Uma mulher e uma criança indígena são retratadas em uma pintura,A pintura retrata um homem e um animal.,0,Contradiction,OK,N,,,
6551.0,O governador está reunido com seus auxiliares,O governador está em uma reunião.,1,Entailment,OK,N,,,
6552.0,"Um casal está observando seu bebê, que retribui com um olhar brilhante",O casal não está observando seu bebê,0,Contradiction,OK,N,,,
6553.0,"A embalagem de polpa de frutas contém um mix de framboesa, uva e amora",A embalagem de polpa de frutas contém somente laranja,0,Contradiction,OK,N,,,
6554.0,"Balões coloridos flutuam no céu azul, cada um representando as cores percebidas pelos daltônicos",Os balões flutuando no céu azul não possuem cores,0,Contradiction,OK,N,,,
6555.0,O tweet sugere que a excessiva preocupação com as consequências pode limitar a própria felicidade,O tweet fala sobre os possíveis impactos negativos do excesso de preocupação.,1,Entailment,OK,N,,,
6556.0,Vários grupos de pessoas estão conversando e treinando para a apresentação do trabalho final da disciplina,O trabalho final da disciplina é sobre biologia molecular,2,Neutral,OK,N,,,
6557.0,O projeto busca simplificar o reconhecimento de diplomas de universidades estrangeiras,O projeto visa facilitar o processo de validação de diplomas obtidos em universidades fora do país,1,Entailment,OK,N,,,
6558.0,Uma mulher está tocando duas guitarras,Uma mulher está fazendo música com duas guitarras,1,Entailment,OK,N,,,
6559.0,A gestora e os funcionários da escola realizaram uma reunião onde trabalharam em diversos slides,A gestora e os funcionários da escola estiveram ocupados preparando slides,1,Entailment,OK,N,,,
6560.0,Uma caderneta de saúde instrui sobre como colocar um preservativo corretamente,A caderneta de saúde também tem instruções sobre alimentação saudável.,2,Neutral,OK,N,,,
6561.0,Um menino está atravessando a praça e um ônibus está freando,O ônibus está reduzindo a velocidade na praça.,1,Entailment,OK,N,,,
6562.0,"Durante a noite, cidadãos estão com cilindros de oxigênio verdes",Os cidadãos estão utilizando cilindros de oxigênio.,1,Entailment,OK,N,,,
6563.0,O artista está fora do estúdio.,O artista não se encontra no estúdio.,1,Entailment,OK,N,,,
6564.0,O compositor foi chamado para criar a música tema da novela,Não há música tema para a novela.,0,Contradiction,OK,N,,,
6565.0,Orquídeas brancas com centros lilás estão dispostas na mesa,Há flores na mesa,1,Entailment,OK,N,,,
6566.0,Uma mulher está sentada em uma pedra próxima a uma moto vermelha,Uma mulher está pensando na vida enquanto está sentada em uma pedra.,2,Neutral,OK,N,,,
6567.0,Várias taças de sucos naturais estão dispostas sobre uma bandeja preta,Os sucos são de frutas orgânicas.,2,Neutral,OK,N,,,
6568.0,Há crianças brincando no parquinho.,Algumas crianças estão brincando de escorregar no parquinho.,2,Neutral,OK,N,,,
6569.0,Sacos e garrafas plásticas são enviados para reciclagem,A reciclagem contribui para a redução da poluição.,2,Neutral,OK,N,,,
6570.0,"Rolinhos de tapioca estão recheados com doce de leite e banana, e são polvilhados com granola e castanha de caju",Os rolinhos de tapioca não têm recheio nem cobertura,0,Contradiction,OK,N,,,
6571.0,Uma das mulheres está lendo um livro na praia,Uma mulher está lendo um livro na praia,1,Entailment,OK,N,,,
6572.0,Um menino está brincando em um parque infantil,O parque infantil tem um escorregador.,2,Neutral,OK,N,,,
6573.0,"Pessoas estão desfrutando do clima ao ar livre, em um parque, perto de um lago, em um dia ensolarado",Não há ninguém no parque,0,Contradiction,OK,N,,,
6574.0,Não há ninguém no estande na exposição.,Existem pessoas no estande na exposição,0,Contradiction,OK,N,,,
6575.0,"A turma de estudantes está reunida ao ar livre, ao pé de uma estátua histórica",A turma de estudantes está reunida em uma sala de aula.,0,Contradiction,OK,N,,,
6576.0,"A garota está silenciosamente montada na motocicleta, não conversando com ninguém.",A garota está interagindo com várias pessoas enquanto anda de motocicleta.,0,Confusing,P,S,,,
6577.0,As mulheres têm canoas,Nenhuma mulher possui uma canoa.,0,Contradiction,OK,N,,,
6578.0,Visitantes são fotografados com as obras de arte que criaram na oficina,Nenhum visitante é fotografado com as obras de arte que produziu na oficina.,0,Contradiction,OK,N,,,
6579.0,O feirante alerta os compradores da importância de comprar de produtores locais,O vendedor de um mercado está aconselhando os clientes a apoiar a economia local,1,Disagreement,OK,S,,,
6580.0,Uma flor de cannabis é capturada em detalhe através da técnica de macro-fotografia,A técnica de macro-fotografia não foi usada para capturar a imagem da flor de cannabis.,0,Contradiction,OK,N,,,
6581.0,Uma mulher está pintando um quadro baseado em uma vista do campo,Uma mulher está pintando um quadro com pincéis e tintas.,2,Neutral,OK,N,,,
6582.0,"Uma mulher com uma guirlanda de flores na cabeça estende os braços, de onde saem borboletas",A mulher com as borboletas é uma mágica.,2,Confusing,P,S,,,
6583.0,Jogadores e membros da comissão técnica masculina se reúnem na quadra de basquete,Os jogadores estão usando uniformes vermelhos.,2,Neutral,OK,N,,,
6584.0,"Uma mulher está de olhos fechados, ouvindo música com fones de ouvido e com uma mão na altura do ouvido",A mulher está sentada em um banco de praça,2,Neutral,OK,N,,,
6585.0,Uma pessoa está meditando na posição de lótus,A pessoa está usando roupas confortáveis enquanto medita,2,Neutral,OK,N,,,
6586.0,Uma pessoa está lavando as mãos com sabão sob uma torneira jorrando água,A pessoa está limpando as mãos com um lenço umedecido.,0,Contradiction,OK,N,,,
6587.0,Um gato está perseguindo um novelo de lã.,O gato é de uma raça exótica.,2,Neutral,OK,N,,,
6588.0,Uma equipe de bombeiros desce de um helicóptero,A equipe de bombeiros está em uma estação de bombeiros,0,Contradiction,OK,N,,,
6589.0,"A palestra ocorreu num ambiente aberto repleto de puffs e móveis sustentáveis, com uma plateia lotada",A palestra ocorreu numa sala fechada.,0,Contradiction,OK,N,,,
6590.0,O post mostra as medidas de proteção contra a COVID-19 que estão sendo implementadas dentro do shopping,O post foi feito por um funcionário do shopping que está trabalhando desde o início da pandemia,2,Neutral,OK,N,,,
6591.0,Uma menina está entusiasmada tocando sua flauta,Uma criança do sexo feminino está alegremente tocando um instrumento musical de sopro,1,Entailment,OK,N,,,
6592.0,Uma necessaire estampada com desenhos de raposinhas laranjas é feita de tecido rosa,A necessaire estampada com desenhos de raposinhas laranjas tem um zíper.,2,Neutral,OK,N,,,
6593.0,Na tábua de madeira tem uma variedade de sushis,Os sushis na tábua de madeira foram preparados por um chef experiente,2,Neutral,OK,N,,,
6594.0,A mulher está usando óculos de proteção,A mulher não está usando nenhum tipo de proteção para os olhos,0,Contradiction,OK,N,,,
6595.0,"Um caldo de peixes é servido em uma cumbuca de barro, decorado com uma pimenta inteira por cima",O caldo de peixe não possui pimenta.,0,Contradiction,OK,N,,,
6596.0,O indivíduo está despejando café na xícara com cuidado,O indivíduo está vestindo uma roupa preta.,2,Neutral,OK,N,,,
6597.0,Um gato está deitado próximo a um muro em uma rua de paralelepípedo,Há um gato descansando na rua.,1,Entailment,OK,N,,,
6598.0,Um gatinho listrado de preto e cinza está enrolado em um cobertor velho na calçada,O gatinho listrado de preto e cinza está andando na calçada sem um cobertor,0,Contradiction,OK,N,,,
6599.0,Uma blusa feminina está disponível na cor salmão,Há uma blusa disponível para mulheres em um tom de rosa.,1,Entailment,OK,N,,,
6600.0,Descrições são adicionadas em cada foto,As fotos são de alta resolução.,2,Neutral,OK,N,,,
6601.0,As meninas alegres estão brincando com uma pipa azul no gramado do jardim,Crianças estão brincando com uma pipa azul,1,Entailment,OK,N,,,
6602.0,O menino está em um parquinho,O menino está em um shopping.,0,Contradiction,OK,N,,,
6603.0,Dois feixes de luz laranja destacam-se contra um fundo preto,Há luz laranja sobre um fundo escuro,1,Entailment,OK,N,,,
6604.0,A mulher está usando tintas a óleo para a sua pintura.,A mulher está pintando.,1,Entailment,OK,N,,,
6605.0,O grupo discute a relevância do piso tátil para a rotina diária de indivíduos com deficiência,O grupo está em uma discussão sobre acessibilidade para deficientes.,1,Entailment,OK,N,,,
6606.0,Um prato de barro preto contém dois dadinhos de tapioca cobertos com geléia de pimenta e decorados com raminhos de coentro,Há dois dadinhos de tapioca no prato de barro preto,1,Entailment,OK,N,,,
6607.0,O gato está deitado na sacada aproveitando o sol,O gato está aproveitando o calor do sol na sacada.,1,Entailment,OK,N,,,
6608.0,Uma criança está se alimentando de forma autônoma,A criança não está comendo sem ajuda,0,Contradiction,OK,N,,,
6609.0,Um violino está sendo protegido por um menino,O menino está segurando um violino,2,Neutral,OK,N,,,
6610.0,Não há nenhum garoto adolescente de jaqueta vermelha sentado no banco do parque e segurando um livro verde,Não há nenhum garoto adolescente de jaqueta vermelha jogando bola no parque.,2,Neutral,OK,N,,,
6611.0,A pessoa usa um par de tênis estilo esportivo na cor cinza com detalhes em strass e solado branco,A pessoa está correndo.,2,Neutral,OK,N,,,
6612.0,Um estudo revela que as pessoas tendem a se preocupar mais com os cães do que com outros seres humanos,"As pessoas demonstram mais preocupação com os cães do que com outros humanos, segundo um estudo.",1,Entailment,OK,N,,,
6613.0,"Um homem está usando um sobretudo, que é excessivamente largo, escondendo um traje de gala luxuoso",O homem está sentindo frio,2,Disagreement,OK,S,,,
6614.0,Um piano está sendo tocado por um jovem talento,O piano não está sendo usado.,0,Contradiction,OK,N,,,
6615.0,Os pássaros estão voando sobre o cais,Há pássaros no ar.,1,Entailment,OK,N,,,
6616.0,O garoto jovem está de tênis azul,O garoto jovem está brincando com seus amigos.,2,Neutral,OK,N,,,
6617.0,Um gato de pelos prateados está brincando na grama,O gato de pelos prateados está dormindo em uma poltrona,0,Contradiction,OK,N,,,
6618.0,Uma mulher está pilotando uma bicicleta,A bicicleta da mulher é vermelha.,2,Neutral,OK,N,,,
6619.0,O helicóptero está realizando o resgate de uma vítima,Uma vítima está sendo resgatada por um helicóptero,1,Entailment,OK,N,,,
6620.0,Um paciente está sendo liberado do hospital,Alguém está deixando o hospital,1,Entailment,OK,N,,,
6621.0,Uma hélice é criada usando uma caneta 3D com um filamento vermelho,Um objeto no formato de hélice foi feito com uma caneta 3D usando um material de cor vermelha,1,Disagreement,OK,S,,,
6622.0,O elefante está na floresta,O elefante é o maior animal terrestre.,2,Neutral,OK,N,,,
6623.0,"O médico apresenta informações sobre os vetores do Covid-19, com foco na variante P1",O médico tem muitos anos de experiência na área de doenças infecciosas.,2,Neutral,OK,N,,,
6624.0,Um homem está preparando um bolo,O homem está preparando uma salada.,0,Contradiction,OK,N,,,
6625.0,Uma escova de dente com creme dental está presente,A escova de dente está com creme dental,1,Entailment,OK,N,,,
6626.0,A comissão aprovou um projeto que estabelece limites de ruído para fogos de artifício,A comissão também analisa projetos relacionados à poluição sonora em geral.,2,Neutral,OK,N,,,
6627.0,A crina de um cavalo está sendo escovada por um fazendeiro,O fazendeiro está cuidando do cavalo,1,Entailment,OK,N,,,
6628.0,Recém-nascidos porquinhos de olhos fechados são identificados como apenas bebês,Porquinhos recém-nascidos já podem ser considerados adultos,0,Contradiction,OK,N,,,
6629.0,A imagem do homem está refletida em um espelho com moldura dourada,O homem está vestindo uma camisa azul,2,Neutral,OK,N,,,
6630.0,O homem expressa seu compromisso de ser tudo para alguém se a conexão for profunda,"O homem está disposto a se dedicar completamente a uma pessoa, se houver uma conexão profunda.",1,Entailment,OK,N,,,
6631.0,Uma moça está protegendo seus olhos do sol enquanto questiona se a exposição prolongada ao sol pode causar catarata,Uma jovem está protegendo seus olhos da luz solar e ponderando os efeitos do sol na visão,1,Entailment,OK,N,,,
6632.0,Um homem tem seu rosto coberto pela sombra de uma nuvem,O rosto do homem está completamente iluminado pelo sol.,0,Contradiction,OK,N,,,
6633.0,As embalagens dos cremes estão dispostas sobre toalhas brancas,As embalagens dos cremes são de vidro e estão sobre toalhas brancas,2,Neutral,OK,N,,,
6634.0,Uma mulher está correndo em um parque,Uma mulher está fazendo exercício em um parque,1,Entailment,OK,N,,,
6635.0,Não há nenhuma mulher de vestido azul perto de uma bicicleta branca entre algumas flores no parque,Uma bicicleta branca está em um parque sem uma mulher de vestido azul por perto,1,Entailment,OK,N,,,
6636.0,A turma de estudantes não está estudando em uma biblioteca silenciosa,A turma de estudantes está numa biblioteca silenciosa estudando,0,Contradiction,OK,N,,,
6637.0,"No bolso do colete jeans do sujeito, pode haver um celular.",O sujeito pode ter um celular em seu colete jeans.,1,Entailment,OK,N,,,
6638.0,Um panetone de pistache possui recheio cremoso verde e cobertura de chocolate branco com raspas de limão,O panetone contém pistache e chocolate branco,1,Entailment,OK,N,,,
6639.0,A pessoa está quebrando um violão,Um violão está sendo tocado,0,Contradiction,OK,N,,,
6640.0,"Um casal de idosos está conversando, com um deles perguntando ao outro se pegou o casaco",Um deles está perguntando algo ao outro,1,Entailment,OK,N,,,
6641.0,O menino e a menina estão parados ao lado do riacho.,O menino e a menina estão perto de um corpo de água.,1,Entailment,OK,N,,,
6642.0,O líder fala que o segredo é continuar persistindo,O líder diz que o segredo é desistir.,0,Contradiction,OK,N,,,
6643.0,Quatro garotos jovens estão tocando música no porão,Os garotos estão tocando guitarra,2,Neutral,OK,N,,,
6644.0,Atletas com medalhas no peito levantam o troféu de vice-campeão,Os atletas sem medalhas estão erguendo o troféu do campeão.,0,Contradiction,OK,N,,,
6645.0,Entreguei um retrato meu sorrindo para minha mãe,Minha mãe tem uma foto minha sorrindo.,1,Entailment,OK,N,,,
6646.0,O helicóptero está realizando o resgate de uma vítima,O helicóptero é de cor vermelha,2,Neutral,OK,N,,,
6647.0,"Uma mesa está posta com um prato de lagosta, uma taça de vinho e uma cesta de pães",A mesa foi posta para uma ocasião especial.,2,Neutral,OK,N,,,
6648.0,Uma multidão se reúne durante uma manifestação,Não há ninguém presente durante a manifestação,0,Contradiction,OK,N,,,
6649.0,Uma mulher está sentada em um banco de jardim lendo um livro de capa verde,Uma mulher está de pé lendo um mapa,0,Contradiction,OK,N,,,
6650.0,"Rolinhos de tapioca estão recheados com doce de leite e banana, e são polvilhados com granola e castanha de caju",Os rolinhos de tapioca são uma opção popular para o café da manhã no nordeste do Brasil.,2,Neutral,OK,N,,,
6651.0,"O menino está dentro da banheira, pronto para um cuidado intensivo",Um menino está prestes a tomar banho,1,Entailment,OK,N,,,
6652.0,Estou segurando um balde de pipoca de 5 litros,O balde de pipoca que estou segurando é vermelho.,2,Neutral,OK,N,,,
6653.0,Um homem bem vestido está observando os edifícios altos em uma área urbana movimentada,Alguém está olhando para os prédios em uma cidade movimentada,1,Entailment,OK,N,,,
6654.0,O indivíduo que está fazendo skate salta sobre a rampa,O skatista está usando tênis vermelho,2,Neutral,OK,N,,,
6655.0,A menina comprou dois pacotes de waffer no supermercado,A menina tem dois pacotes de waffer que comprou,1,Entailment,OK,N,,,
6656.0,O aparelho de tomografia foi colocado em uma sala com paredes e chão brancos,O aparelho de tomografia é de última geração,2,Neutral,OK,N,,,
6657.0,Ninguém está dançando com um urso,O urso está no zoológico.,2,Neutral,OK,N,,,
6658.0,Uma mulher está caminhando com seu cachorro na praça,"A mulher está sozinha na praça, sem nenhum cachorro",0,Contradiction,OK,N,,,
6659.0,Um agricultor alegre recolhe mandioca fresca de sua plantação,O agricultor está contente enquanto colhe mandioca.,1,Entailment,OK,N,,,
6660.0,Estou segurando um balde de pipoca de 5 litros,Não estou segurando nada.,0,Contradiction,OK,N,,,
6661.0,Um bebê vestido com um macacão de ursinhos rosa brinca com um chocalho enquanto está deitado em uma cadeira para bebês,O bebê está usando um macacão azul com ursinhos enquanto brinca com um chocalho.,2,Neutral,OK,N,,,
6662.0,A ministrante está sinalizando em Libras o alfabeto manual para os servidores que estão sentados em volta de uma mesa redonda,A ministrante está falando em voz alta para os servidores.,0,Contradiction,OK,N,,,
6663.0,Existe na loja uma variedade de tintas automotivas e residenciais,A loja vende também materiais de construção além de tintas.,2,Neutral,OK,N,,,
6664.0,Os pássaros estão voando sobre o telhado de ardósia,Existem pássaros no ar acima do telhado.,1,Entailment,OK,N,,,
6665.0,O gato branco está jogando basquete na quadra de cimento,O cachorro marrom está correndo no parque,2,Neutral,OK,N,,,
6666.0,Veículos abandonados foram divulgados no aplicativo da polícia,Não há veículos abandonados divulgados no aplicativo da polícia,0,Contradiction,OK,N,,,
